iter	RMSE
1504	0.07535346024
1505	0.07533936914
1506	0.07532927441
1507	0.07532015753
1508	0.0753172512
1509	0.07531200684
1510	0.07529471252
1511	0.07529073758
1512	0.07527789818
1513	0.07527230668
1514	0.07526579481
1515	0.07525647686
1516	0.07524716808
1517	0.07524143593
1518	0.07523243387
1519	0.07522366533
1520	0.07520995449
1521	0.07520640927
1522	0.07519394758
1523	0.07517749147
1524	0.07516748315
1525	0.07516126235
1526	0.07514640468
1527	0.07514182967
1528	0.07513926332
1529	0.07512958375
1530	0.07511485013
1531	0.075108667
1532	0.07510241285
1533	0.075092235
1534	0.07507968223
1535	0.07507198268
1536	0.07506148789
1537	0.07505158146
1538	0.07504814189
1539	0.07503709966
1540	0.07503343106
1541	0.07503024744
1542	0.07502097913
1543	0.07500698473
1544	0.07500164221
1545	0.07498354956
1546	0.0749771858
1547	0.07495983862
1548	0.07495751502
1549	0.07495300619
1550	0.07493906163
1551	0.07492763494
1552	0.07492083382
1553	0.07491724531
1554	0.07491281146
1555	0.07490795136
1556	0.07489863984
1557	0.07488402602
1558	0.07486947836
1559	0.0748547245
1560	0.07483230385
1561	0.07482327955
1562	0.07481621901
1563	0.07481546061
1564	0.07480001303
1565	0.07478740109
1566	0.0747831287
1567	0.07476918121
1568	0.07475102505
1569	0.07474695587
1570	0.07474386222
1571	0.0747358677
1572	0.0747305122
1573	0.07472437645
1574	0.07471953364
1575	0.07470895615
1576	0.07469892743
1577	0.07469207024
1578	0.07467447056
1579	0.07466688561
1580	0.07466444282
1581	0.07465687719
1582	0.07464567962
1583	0.07463303042
1584	0.07462661245
1585	0.07462194768
1586	0.07461290271
1587	0.07460848162
1588	0.07460214586
1589	0.07459603501
1590	0.07458290672
1591	0.07457322142
1592	0.07455037748
1593	0.07454402999
1594	0.0745329734
1595	0.07452819685
1596	0.07452523086
1597	0.07451969853
1598	0.07451464767
1599	0.0745101121
1600	0.07450324078
1601	0.07449496781
1602	0.07448537357
1603	0.0744791671
1604	0.07446261004
1605	0.07445297106
1606	0.07444354742
1607	0.07443993574
1608	0.07442543867
1609	0.07440986356
1610	0.07440530089
1611	0.07438227647
1612	0.0743695711
1613	0.07436639853
1614	0.07435633417
1615	0.07435243732
1616	0.07434087105
1617	0.07433705441
1618	0.07432532313
1619	0.07431131009
1620	0.07430460859
1621	0.07429898887
1622	0.07428524914
1623	0.07427893963
1624	0.07427018202
1625	0.07426419024
1626	0.0742575486
1627	0.07425374638
1628	0.07424966131
1629	0.07424507048
1630	0.07423491989
1631	0.07423005071
1632	0.07422610765
1633	0.07421915132
1634	0.07421198644
1635	0.07420333334
1636	0.07418227793
1637	0.07417878647
1638	0.07417740681
1639	0.07416794502
1640	0.07415734186
1641	0.07414692018
1642	0.07413566924
1643	0.07411751922
1644	0.07410914035
1645	0.07409332996
1646	0.07408172596
1647	0.0740687775
1648	0.07406301414
1649	0.07404629522
1650	0.07402829996
1651	0.07401844063
1652	0.07400974196
1653	0.07400179618
1654	0.07399078591
1655	0.07398800674
1656	0.07397904915
1657	0.07397566006
1658	0.0739571898
1659	0.07395011827
1660	0.07394330316
1661	0.07392661298
1662	0.07392156336
1663	0.07390301173
1664	0.07389993329
1665	0.07389670173
1666	0.0738847618
1667	0.07387614393
1668	0.07387417305
1669	0.07386777748
1670	0.07385122053
1671	0.073838121
1672	0.07383190197
1673	0.07381572955
1674	0.07380819964
1675	0.07380391711
1676	0.07378866813
1677	0.07378735316
1678	0.07378001234
1679	0.07376636967
1680	0.07375774753
1681	0.07374654453
1682	0.07373469953
1683	0.07373010437
1684	0.0737288574
1685	0.07371762089
1686	0.0737146812
1687	0.07369897265
1688	0.07369415364
1689	0.0736848636
1690	0.07367996836
1691	0.07366639908
1692	0.07364680539
1693	0.07363804442
1694	0.07362857474
1695	0.07361929241
1696	0.07359783693
1697	0.0735939507
1698	0.07358734907
1699	0.07356994682
1700	0.07356560259
1701	0.07355655829
1702	0.0735413951
1703	0.07352346718
1704	0.07350594749
1705	0.07349133667
1706	0.07348153629
1707	0.07347887982
1708	0.07346753793
1709	0.07346340782
1710	0.07346172866
1711	0.07344737625
1712	0.07344299856
1713	0.07342893558
1714	0.07341646897
1715	0.07340303172
1716	0.07339448985
1717	0.07338144624
1718	0.07336743456
1719	0.07335734053
1720	0.07334957622
1721	0.07334673857
1722	0.07333930675
1723	0.07333334164
1724	0.07333102233
1725	0.07331875014
1726	0.07330939163
1727	0.07330643471
1728	0.07330520268
1729	0.0732968758
1730	0.07328878717
1731	0.07328161483
1732	0.07327629244
1733	0.07326693224
1734	0.07325474986
1735	0.07324425707
1736	0.07323930364
1737	0.07323041124
1738	0.07321610918
1739	0.0732007566
1740	0.07319484271
1741	0.07316903439
1742	0.07315948993
1743	0.07315574005
1744	0.07315396671
1745	0.07315276934
1746	0.07314057486
1747	0.073138241
1748	0.07312178082
1749	0.07311221039
1750	0.07310135366
1751	0.07308998517
1752	0.07308935446
1753	0.07308037584
1754	0.07307532456
1755	0.07306876052
1756	0.07306337982
1757	0.07305224757
1758	0.07304874722
1759	0.07304484126
1760	0.07303999805
1761	0.0730375766
1762	0.07303491754
1763	0.07302722745
1764	0.07300906731
1765	0.07299097088
1766	0.07298161527
1767	0.07296833332
1768	0.07296582358
1769	0.07295760812
1770	0.07294950413
1771	0.07294164514
1772	0.07293233473
1773	0.07292355434
1774	0.07291925027
1775	0.07291341725
1776	0.07290749325
1777	0.07290582654
1778	0.07290103219
1779	0.07289450133
1780	0.07288922138
1781	0.07287499603
1782	0.07286760565
1783	0.07286077751
1784	0.07285764678
1785	0.07284645628
1786	0.07283708334
1787	0.07282031941
1788	0.07281507508
1789	0.07280266503
1790	0.07279772174
1791	0.07279496798
1792	0.07277442687
1793	0.07276954625
1794	0.07275889772
1795	0.07275005291
1796	0.0727387828
1797	0.07272806104
1798	0.07272347623
1799	0.0727173565
1800	0.07271022311
1801	0.07270371708
1802	0.07269013981
1803	0.07268322143
1804	0.0726796517
1805	0.07267342999
1806	0.07266672373
1807	0.0726547279
1808	0.07265118023
1809	0.07263997994
1810	0.07262946528
1811	0.07262393357
1812	0.07260682459
1813	0.07259719499
1814	0.07259013656
1815	0.07258426475
1816	0.07256837107
1817	0.07256441625
1818	0.07255992432
1819	0.07255292821
1820	0.07254471451
1821	0.07253671761
1822	0.07252793402
1823	0.07251851577
1824	0.07251083266
1825	0.07250284581
1826	0.07249335142
1827	0.0724867683
1828	0.0724799925
1829	0.07247924117
1830	0.07247227138
1831	0.07246612591
1832	0.07244951989
1833	0.07244244767
1834	0.07243741639
1835	0.07243338707
1836	0.07242780526
1837	0.0724220974
1838	0.07241545636
1839	0.07240113421
1840	0.0723903022
1841	0.07238135313
1842	0.07237240304
1843	0.07236075351
1844	0.07235073572
1845	0.07234531174
1846	0.07233587371
1847	0.072327147
1848	0.07232531406
1849	0.07231649647
1850	0.07230434847
1851	0.07229628182
1852	0.07229434997
1853	0.07228757726
1854	0.0722826233
1855	0.0722714668
1856	0.07225313006
1857	0.07224357514
1858	0.07223063
1859	0.07222182746
1860	0.07221889502
1861	0.07221276859
1862	0.07220949172
1863	0.07219770554
1864	0.07218812983
1865	0.07217602227
1866	0.07216673469
1867	0.07216572979
1868	0.07216028579
1869	0.07215817094
1870	0.0721451526
1871	0.07213329541
1872	0.0721324294
1873	0.07212058919
1874	0.07210438211
1875	0.07209447779
1876	0.07207803874
1877	0.07206296266
1878	0.07205653555
1879	0.07205446912
1880	0.07204640975
1881	0.07203891496
1882	0.07202983472
1883	0.0720274525
1884	0.07200939256
1885	0.07199435013
1886	0.0719852229
1887	0.07197587426
1888	0.07196917789
1889	0.07196705211
1890	0.0719622498
1891	0.07195273118
1892	0.0719485953
1893	0.07194273875
1894	0.07192785988
1895	0.071923179
1896	0.07192104845
1897	0.07191927428
1898	0.07191150088
1899	0.07190531968
1900	0.07189545725
1901	0.0718907404
1902	0.07188237219
1903	0.07187200946
1904	0.07186174734
1905	0.0718556697
1906	0.07183940979
1907	0.07183627316
1908	0.07181999704
1909	0.07181389462
1910	0.07180304317
1911	0.07179524176
1912	0.07178819364
1913	0.07178574964
1914	0.07177911768
1915	0.07177465324
1916	0.07176260173
1917	0.07175890754
1918	0.07174855599
1919	0.07174468638
1920	0.07174162737
1921	0.07172792376
1922	0.07172492033
1923	0.07171617206
1924	0.0717093764
1925	0.07169698609
1926	0.07169040756
1927	0.07168277952
1928	0.0716805959
1929	0.07167223006
1930	0.07166214673
1931	0.07164700239
1932	0.07163626523
1933	0.07163055931
1934	0.07162281869
1935	0.07161216854
1936	0.07160628063
1937	0.0715983501
1938	0.0715892712
1939	0.07158637902
1940	0.07157819946
1941	0.07156965147
1942	0.07156335812
1943	0.07155325791
1944	0.07154366662
1945	0.07154007129
1946	0.07153302803
1947	0.07152813386
1948	0.07151672293
1949	0.07150913376
1950	0.07150288396
1951	0.07149481546
1952	0.07148480749
1953	0.07147729291
1954	0.07146710652
1955	0.07146289452
1956	0.07144789114
1957	0.07144299099
1958	0.07143651853
1959	0.07142836106
1960	0.071407744
1961	0.07139767965
1962	0.07138307719
1963	0.07138029845
1964	0.0713779242
1965	0.0713712942
1966	0.071349424
1967	0.07133499812
1968	0.07132616729
1969	0.07131281517
1970	0.07130511828
1971	0.07129797436
1972	0.0712888445
1973	0.0712862271
1974	0.0712763124
1975	0.07127123845
1976	0.07126822071
1977	0.07125911824
1978	0.07124998241
1979	0.07123638752
1980	0.07122852309
1981	0.07121126184
1982	0.07120305947
1983	0.07119887848
1984	0.07119609975
1985	0.07118815272
1986	0.07117545395
1987	0.07116901296
1988	0.07116578209
1989	0.07116302012
1990	0.07115523573
1991	0.07114843934
1992	0.07114508517
1993	0.0711272013
1994	0.07112349459
1995	0.07111658977
1996	0.07110948388
1997	0.07110149032
1998	0.07109606258
1999	0.07109207485
2000	0.07108694398
2001	0.0710836891
2002	0.07107523603
2003	0.07105865456
2004	0.07105228572
2005	0.07104809296
2006	0.07103829401
2007	0.07102072623
2008	0.0710033939
2009	0.07099048476
2010	0.07098020796
2011	0.07097584738
2012	0.07096676303
2013	0.07096186486
2014	0.07095601477
2015	0.07094484817
2016	0.07093714643
2017	0.07093010681
2018	0.07092557481
2019	0.07091376987
2020	0.07090368733
2021	0.07089476934
2022	0.07088780741
2023	0.07088124131
2024	0.07087500403
2025	0.0708714289
2026	0.07086352302
2027	0.07085380553
2028	0.07084962835
2029	0.07084522
2030	0.07084259315
2031	0.07082501258
2032	0.07081776409
2033	0.07081392392
2034	0.07080184266
2035	0.07079856692
2036	0.07079370903
2037	0.07078990761
2038	0.07077502521
2039	0.07076913369
2040	0.07075841729
2041	0.07075545348
2042	0.07074824927
2043	0.07073709835
2044	0.07073057857
2045	0.07072020299
2046	0.07071376253
2047	0.07069978493
2048	0.07069448348
2049	0.07068609974
2050	0.07067396441
2051	0.07067162976
2052	0.07067108605
2053	0.07066979412
2054	0.07064678165
2055	0.07063900326
2056	0.07063575515
2057	0.07062787917
2058	0.07062548549
2059	0.07061827552
2060	0.07061053325
2061	0.07059698137
2062	0.07059166615
2063	0.07058810298
2064	0.07057214919
2065	0.07056604518
2066	0.07056188372
2067	0.07054662653
2068	0.07053916893
2069	0.0705307426
2070	0.07052226907
2071	0.07051682418
2072	0.07051373553
2073	0.07050731283
2074	0.07050107882
2075	0.07049693362
2076	0.07049326446
2077	0.07048285927
2078	0.07047016549
2079	0.07046373806
2080	0.07045075574
2081	0.07044827292
2082	0.07044469693
2083	0.0704385575
2084	0.07043380677
2085	0.07042404434
2086	0.07041200828
2087	0.07040284966
2088	0.07038802906
2089	0.07038307413
2090	0.07038084446
2091	0.07037684554
2092	0.07036913855
2093	0.07035855068
2094	0.07035038578
2095	0.07034286519
2096	0.07033286772
2097	0.07032796451
2098	0.07032279193
2099	0.07031647105
2100	0.07031295885
2101	0.07030437526
2102	0.07029654713
2103	0.070291747
2104	0.07028922261
2105	0.07027933283
2106	0.0702754118
2107	0.07026880137
2108	0.07026271322
2109	0.07025930853
2110	0.07025452185
2111	0.07025044955
2112	0.07023908984
2113	0.07023081372
2114	0.07022601322
2115	0.07022065325
2116	0.07021639191
2117	0.07020590122
