iter	RMSE
123	0.3429031115
124	0.3399940921
125	0.3370367895
126	0.334079412
127	0.3312542122
128	0.3282207489
129	0.3254580202
130	0.3226709743
131	0.3200693799
132	0.3173700677
133	0.3147751828
134	0.3121834046
135	0.3093751087
136	0.3069045624
137	0.3044365574
138	0.3017935045
139	0.2991762329
140	0.2966562976
141	0.2941237619
142	0.2917855178
143	0.2894053957
144	0.2870172222
145	0.2846879342
146	0.2822244844
147	0.2798707993
148	0.2776699179
149	0.2754072946
150	0.2730958551
151	0.2709221802
152	0.2689152187
153	0.2667252495
154	0.2644797035
155	0.2624669782
156	0.2603151039
157	0.258212157
158	0.2560962267
159	0.2539583283
160	0.2519864455
161	0.250089988
162	0.2481819618
163	0.2463449841
164	0.2445534069
165	0.2427288077
166	0.2409359196
167	0.2391430434
168	0.237296309
169	0.2355921249
170	0.2337946244
171	0.2321035643
172	0.2303928629
173	0.2287374358
174	0.2270650215
175	0.2253122872
176	0.2237132842
177	0.2221720869
178	0.2206055496
179	0.2189919763
180	0.2174011243
181	0.2159767854
182	0.2145359205
183	0.2131039006
184	0.2116786078
185	0.2102043981
186	0.2087903057
187	0.207276469
188	0.2057785167
189	0.2043548179
190	0.2029671788
191	0.2015650418
192	0.2002454164
193	0.1989586954
194	0.1977747485
195	0.1965036447
196	0.1951741777
197	0.1938343586
198	0.1926156206
199	0.1914206543
200	0.1902245726
201	0.1889810495
202	0.1877664515
203	0.1866540169
204	0.1855774089
205	0.1845134728
206	0.1833897188
207	0.1822866886
208	0.1811490758
209	0.1800111941
210	0.1788897811
211	0.1778265038
212	0.1767503759
213	0.1756284974
214	0.1746219436
215	0.1735454544
216	0.1726071129
217	0.1716053857
218	0.1705454818
219	0.1695596283
220	0.1686397699
221	0.1677084042
222	0.166796764
223	0.1659149611
224	0.1650255342
225	0.1640842361
226	0.1632201634
227	0.1623769492
228	0.1615404273
229	0.1607061989
230	0.159884186
231	0.1590486571
232	0.1582111796
233	0.1574348867
234	0.1565752516
235	0.1557561228
236	0.1550162581
237	0.154185453
238	0.1534882665
239	0.1528001619
240	0.1520579494
241	0.1513901536
242	0.1505973632
243	0.1498930848
244	0.1491651872
245	0.1484545234
246	0.1476927262
247	0.1470047015
248	0.1461950239
249	0.1455751256
250	0.1449099593
251	0.1442506883
252	0.1436812343
253	0.1430451732
254	0.1424403744
255	0.1418024996
256	0.1411979332
257	0.14057641
258	0.1400031304
259	0.1394308061
260	0.1388771783
261	0.1383896578
262	0.1378051493
263	0.1373008605
264	0.1367944499
265	0.1362213186
266	0.1356126921
267	0.1351435899
268	0.1346457126
269	0.1341918303
270	0.1337987116
271	0.1332618481
272	0.1328043085
273	0.1323734525
274	0.1318615479
275	0.1313283777
276	0.1308990603
277	0.1303965308
278	0.129962085
279	0.129601069
280	0.1291684107
281	0.1287428098
282	0.1283767905
283	0.1278920647
284	0.1275062214
285	0.1271286778
286	0.1267352686
287	0.1263268405
288	0.1259726625
289	0.1256630653
290	0.1252130579
291	0.1248391633
292	0.1244147591
293	0.1240157127
294	0.1236611004
295	0.1232752714
296	0.1229093893
297	0.1225767691
298	0.1221713174
299	0.1218539868
300	0.1215278914
301	0.1212130177
302	0.1208501851
303	0.1205529683
304	0.120214296
305	0.1199312069
306	0.1196310547
307	0.1193284028
308	0.1190470487
309	0.1187030423
310	0.1184013035
311	0.1181202019
312	0.1177897259
313	0.1175247837
314	0.1171731224
315	0.1168854938
316	0.1166663302
317	0.1164297379
318	0.1161981049
319	0.1158799545
320	0.1156455836
321	0.1153437953
322	0.1150743314
323	0.1148568644
324	0.1146112546
325	0.1143718127
326	0.1140812627
327	0.1138210136
328	0.1136133989
329	0.1134047969
330	0.1132189115
331	0.1129677772
332	0.1127872034
333	0.1125651187
334	0.1123594977
335	0.1121738773
336	0.1119741943
337	0.1117939083
338	0.1115531215
339	0.1113088684
340	0.1111614564
341	0.110938999
342	0.110772162
343	0.1105349248
344	0.1103475359
345	0.1101442572
346	0.110003469
347	0.1098373918
348	0.1095832535
349	0.1094163334
350	0.1092006502
351	0.109017028
352	0.1088281174
353	0.1086390407
354	0.1084600428
355	0.1083200089
356	0.1081214574
357	0.1079758861
358	0.1078480278
359	0.1076521433
360	0.1075363993
361	0.1073419768
362	0.1072310637
363	0.107050453
364	0.1069125183
365	0.1067789291
366	0.1066245457
367	0.1064691608
368	0.1063229309
369	0.1061500255
370	0.1060369093
371	0.1058919613
372	0.1057167542
373	0.1056338908
374	0.1054628128
375	0.1052910916
376	0.1051977177
377	0.1050087512
378	0.1048759593
379	0.1047179728
380	0.1045993243
381	0.1044742962
382	0.1043387839
383	0.1042288278
384	0.1041095415
385	0.1040103419
386	0.1038707198
387	0.1037506622
388	0.1036233846
389	0.1034916743
390	0.1033664843
391	0.1032740048
392	0.1031661632
393	0.1030659247
394	0.102957366
395	0.1028509162
396	0.1027687225
397	0.1026523991
398	0.1025620835
399	0.1024592722
400	0.1023660068
401	0.1022568794
402	0.1021348919
403	0.1020125972
404	0.1019013212
405	0.1017983224
406	0.1017101753
407	0.1016210527
408	0.1015295156
409	0.1014190537
410	0.1013303665
411	0.1012256854
412	0.1011282295
413	0.1010445073
414	0.1009597702
415	0.1008587652
416	0.1007632226
417	0.1006405119
418	0.1005679701
419	0.1004806154
420	0.1004328747
421	0.1003453212
422	0.1002464496
423	0.1001623404
424	0.1000950897
425	0.09996072325
426	0.09992072968
427	0.09983095987
428	0.09972172868
429	0.09963233336
430	0.09954425381
431	0.09944958218
432	0.09937953243
433	0.09928289458
434	0.0991957255
435	0.09914119217
436	0.09906277478
437	0.09899032064
438	0.09892001906
439	0.09884629351
440	0.09879280621
441	0.09871799338
442	0.09865512787
443	0.09861305397
444	0.09855584538
445	0.09849470088
446	0.09841953596
447	0.09834423528
448	0.09827001146
449	0.09819166538
450	0.09808606747
451	0.0979948505
452	0.09792816797
453	0.09783924616
454	0.0977650756
455	0.09768242551
456	0.0976309649
457	0.09755084221
458	0.09749396031
459	0.09742438382
460	0.09736595732
461	0.0973229068
462	0.09724741851
463	0.09720559347
464	0.09714760837
465	0.09710883139
466	0.09705717915
467	0.09699342156
468	0.09693886348
469	0.09689838925
470	0.096836333
471	0.09677172443
472	0.09671147935
473	0.09665584095
474	0.09658781402
475	0.09653932713
476	0.09650312403
477	0.09645330044
478	0.09639750462
479	0.09634504068
480	0.09629600129
481	0.09622603255
482	0.09617689458
483	0.09612572178
484	0.09606651044
485	0.09600225409
486	0.09592503828
487	0.09587567014
488	0.09581586304
489	0.09577693603
490	0.09572052419
491	0.09567816849
492	0.09563139587
493	0.09557408942
494	0.09552586743
495	0.09546079443
496	0.09541439656
497	0.09534673235
498	0.095320167
499	0.09527815512
500	0.09523532221
501	0.09516991859
502	0.09512291681
503	0.09505512909
504	0.09501741192
505	0.09494473621
506	0.09489819666
507	0.0948628188
508	0.09477402438
509	0.09474938445
510	0.09470380042
511	0.09466835101
512	0.09460563682
513	0.09455035752
514	0.09447484464
515	0.09443272234
516	0.09435669876
517	0.09433041086
518	0.09429308367
519	0.09425295799
520	0.09420297724
521	0.09418268331
522	0.09414302837
523	0.09410875608
524	0.09406232575
525	0.0940316185
526	0.09399686798
527	0.09394181784
528	0.09390778978
529	0.09387429306
530	0.09383774533
531	0.09379900972
532	0.09375621709
533	0.09370296855
534	0.0936809173
535	0.09363943121
536	0.09361000385
537	0.09355486852
538	0.09352462423
539	0.09344504158
540	0.09339041246
541	0.09335773551
542	0.09330491645
543	0.09327664113
544	0.09321860359
545	0.09317774733
546	0.09313210794
547	0.09310436569
548	0.09306135123
549	0.09302706023
550	0.09297791486
551	0.09291271221
552	0.09288530538
553	0.09285743693
554	0.09283288644
555	0.09280574731
556	0.09277458051
557	0.09273715285
558	0.09268545179
559	0.09266184841
560	0.09264866811
561	0.09261062851
562	0.09257097565
563	0.0925228221
564	0.09247640875
565	0.09245833163
566	0.09241747088
567	0.09238098574
568	0.09234595764
569	0.09233074319
570	0.09229901089
571	0.0922424087
572	0.09221535968
573	0.09218589729
574	0.09214623155
575	0.09210633633
576	0.09205552901
577	0.09201861557
578	0.09199327281
579	0.09197331005
580	0.09194913513
581	0.09191567167
582	0.0918940395
583	0.09187900534
584	0.09183658315
585	0.09178879552
586	0.09175934329
587	0.09173297177
588	0.09168880993
589	0.09164532967
590	0.09161590223
591	0.09160216927
592	0.09155199936
593	0.09151130584
594	0.09146855818
595	0.0914495661
596	0.0914026717
597	0.09136465595
598	0.09135389699
599	0.09132876116
600	0.09130479808
601	0.09125830283
602	0.09123037454
603	0.09120208958
604	0.09115609395
605	0.09112905754
606	0.0910920353
607	0.09104078112
608	0.09099258827
609	0.09095550477
610	0.09092418502
611	0.0908928708
612	0.0908712371
613	0.09081674704
614	0.09074670259
615	0.09070531032
616	0.09066646378
617	0.09063794013
618	0.09061825127
619	0.09058175276
620	0.09054679963
621	0.09052790729
622	0.09048193189
623	0.09044661417
624	0.09041578968
625	0.09038494191
626	0.09036740897
627	0.09033727577
628	0.09030593914
629	0.09027808585
630	0.09025404106
631	0.09023250641
632	0.09019802116
633	0.09016455388
634	0.09013611202
635	0.09010073846
636	0.09005574604
637	0.09003659471
638	0.08997282034
639	0.08994640135
640	0.08991840424
641	0.08989304516
642	0.08987443631
643	0.089861312
644	0.08984160176
645	0.08982010904
646	0.08978205892
647	0.08975187548
648	0.08972481779
649	0.08969714831
650	0.08966163173
651	0.08963053648
652	0.08960678184
653	0.08958439158
654	0.0895592919
655	0.08951740359
656	0.08949501802
657	0.08946800979
658	0.08944380953
659	0.08940232077
660	0.08936858442
661	0.08934626354
662	0.08933395701
663	0.08929759976
664	0.08928116315
665	0.08925587383
666	0.0892326146
667	0.08919391125
668	0.08916995982
669	0.08915433587
670	0.08911424116
671	0.08908636483
672	0.08905423495
673	0.08903483996
674	0.08900979423
675	0.08896364514
676	0.08893486982
677	0.08891427987
678	0.08888404171
679	0.08886514787
680	0.08881666688
681	0.08878764782
682	0.08876693451
683	0.08874216749
684	0.08870376101
685	0.08867052073
686	0.08861202444
687	0.08856798516
688	0.08854220027
689	0.08852815899
690	0.08849711726
691	0.08847424962
692	0.0884387084
693	0.0884226707
694	0.08840323957
695	0.08837597458
696	0.08836159425
697	0.08834437515
698	0.08833027033
699	0.08831000162
700	0.08828571433
701	0.08826140113
702	0.08824093634
703	0.0882158366
704	0.08819379231
705	0.08816614358
706	0.08813764667
707	0.08810908087
708	0.08809772141
709	0.08807343542
710	0.08803762268
711	0.08801114357
712	0.08797529322
713	0.08796203202
714	0.08793885159
715	0.08791988516
716	0.08789343139
717	0.08785722864
718	0.08782294143
719	0.08779295586
720	0.08777230714
721	0.0877464568
722	0.08773685759
723	0.08771567246
724	0.08770153777
725	0.08767619613
726	0.08763920235
727	0.0876165003
728	0.08759757758
729	0.08755712785
730	0.08753662646
731	0.08749578142
732	0.08748095521
733	0.08745594108
734	0.08742526572
735	0.08739974667
736	0.0873799933
737	0.08735085573
738	0.08733568646
739	0.08731575769
740	0.08727597979
741	0.08725336611
742	0.08720788379
743	0.08717952848
744	0.08713567364
745	0.08711823841
746	0.08710579934
747	0.08708221546
748	0.08706271854
749	0.08702257404
750	0.08699370003
751	0.08695600971
752	0.08693213155
753	0.08690687299
754	0.08689437958
755	0.08687578001
756	0.08685073982
757	0.08683218203
758	0.08681255145
759	0.08678547792
760	0.08676586002
761	0.08674432719
762	0.08670252078
763	0.08667491599
764	0.08664316913
765	0.08662662836
766	0.0866061377
767	0.08657944108
768	0.08656034018
769	0.08652963722
770	0.08650833469
771	0.08649405545
772	0.08647425027
773	0.08646347427
774	0.08644446974
775	0.0864182631
776	0.08639356943
777	0.08636767183
778	0.08634997245
779	0.08633381306
780	0.08629804782
781	0.08627402671
782	0.08624478096
783	0.08623029137
784	0.08620257083
785	0.08615998593
786	0.08614498152
787	0.08613056316
788	0.08609571029
789	0.08607480333
790	0.08605703793
791	0.08601925732
792	0.0860016504
793	0.08597930828
794	0.08595905223
795	0.08594999262
796	0.08591809624
797	0.08588933165
798	0.085872526
799	0.08585416961
800	0.08581063136
801	0.08578692775
802	0.08577515162
803	0.08575507248
804	0.08573247278
805	0.08571401361
806	0.0857023199
807	0.08568500476
808	0.08567807467
809	0.0856630123
810	0.08564704878
811	0.08562883412
812	0.0856041022
813	0.08556322757
814	0.08554541844
815	0.08552907812
816	0.08549522524
817	0.08547147816
818	0.08544935411
819	0.08543352186
820	0.08540841527
821	0.08539634196
822	0.08538074012
823	0.08535640072
824	0.08534796289
825	0.08531994675
826	0.0852924041
827	0.08525429564
828	0.08522811952
829	0.08521326583
830	0.08519019293
831	0.08517701543
832	0.08515490827
833	0.08513299371
834	0.08511326672
835	0.08508231269
836	0.08505327212
837	0.08503556637
838	0.08502211146
839	0.08499108235
840	0.08495867818
841	0.08493656152
842	0.08492213425
843	0.08489266273
844	0.08487465322
845	0.08485670633
846	0.08482695394
847	0.08480157401
848	0.0847727726
849	0.08475457006
850	0.0847391441
851	0.08471165054
852	0.08469473063
853	0.08467427994
854	0.08465724181
855	0.08463892352
856	0.08460160266
857	0.08457837777
858	0.08452546843
859	0.08449035359
860	0.08445836015
861	0.08444031251
862	0.08442947003
863	0.08439534777
864	0.08437114031
865	0.08435898226
866	0.08434629346
867	0.08432925066
868	0.08428350521
869	0.08425826966
870	0.08423832992
871	0.08420856463
872	0.08417020239
873	0.08415354642
874	0.08411699519
875	0.0840943999
876	0.08406873771
877	0.08404631415
878	0.08402578704
879	0.0840107647
880	0.08399341095
881	0.08397600699
882	0.08396009437
883	0.08394501834
884	0.08391405346
885	0.08387316109
886	0.08385900406
887	0.08382910869
888	0.08381018084
889	0.08378465491
890	0.08376570586
891	0.08374328401
892	0.08371807463
893	0.08370871304
894	0.08369787611
895	0.0836777072
896	0.08366483775
897	0.0836455661
898	0.08362690548
899	0.08360638814
900	0.08358089843
901	0.08356730546
902	0.0835514912
903	0.08353874734
904	0.08350288524
905	0.08349171972
906	0.08347214684
907	0.08346238504
908	0.08343307751
909	0.08341702806
910	0.08340211869
911	0.08338055482
912	0.08336755769
913	0.08334391171
914	0.08332855829
915	0.0833029369
916	0.08328828501
917	0.08327068176
918	0.08326187251
919	0.08324379985
920	0.08323449164
921	0.08320097302
922	0.08317676051
923	0.0831573264
924	0.08315280507
925	0.08314049469
926	0.08312835146
927	0.08311236612
928	0.08309568134
929	0.08307753209
930	0.0830609589
931	0.08305209129
932	0.08303325881
933	0.08301220343
934	0.08297980094
935	0.08295109616
936	0.08292341244
937	0.08289561648
938	0.0828802238
939	0.08286672115
940	0.08284105415
941	0.08283047345
942	0.08281103138
943	0.08279577945
944	0.082773807
945	0.08275614973
946	0.08274110749
947	0.0827256152
948	0.08272095705
949	0.08270597169
950	0.08269522116
951	0.08268423602
952	0.08265317884
953	0.08263133873
954	0.0826175952
955	0.08260015546
956	0.08254878933
957	0.08253379181
958	0.08250705848
959	0.08249128982
960	0.08245994046
961	0.08244272659
962	0.08242152754
963	0.08240025734
964	0.08238668437
965	0.08236642501
966	0.08233970975
967	0.08232815742
968	0.08231336838
969	0.08228059578
970	0.08226945668
971	0.08225081047
972	0.08223402252
973	0.08222647075
974	0.08221197587
975	0.08219614793
976	0.08218704343
977	0.08217433347
978	0.08215879731
979	0.08214491669
980	0.08212343673
981	0.08210470665
982	0.08207872275
983	0.08205152447
984	0.08203950441
985	0.08200513933
986	0.08199622032
987	0.08197735728
988	0.0819658612
989	0.08195148754
990	0.08194431438
991	0.08192338635
992	0.0819010707
993	0.08188326657
994	0.08187096706
995	0.08184439339
996	0.08181899673
997	0.08181144603
998	0.08177978118
999	0.08175268141
1000	0.08173318067
1001	0.0817123297
1002	0.08168642195
1003	0.08165755125
1004	0.08164095463
1005	0.08161936794
1006	0.08160639165
1007	0.08159648045
1008	0.08157880674
1009	0.08156360487
1010	0.08155080605
1011	0.08153749124
1012	0.08151676597
1013	0.08150914569
1014	0.08150318311
1015	0.08148201308
1016	0.08146940831
1017	0.08144566843
1018	0.0814362372
1019	0.081424765
1020	0.08141686917
1021	0.0813911833
1022	0.08136867281
1023	0.08134357951
1024	0.08133049465
1025	0.0813229191
1026	0.0813003071
1027	0.08128129724
1028	0.0812707408
1029	0.08124504286
1030	0.08121080103
1031	0.08119395971
1032	0.08115270761
1033	0.0811456553
1034	0.0811317163
1035	0.08112036136
1036	0.08110450215
1037	0.08108780791
1038	0.08105997409
1039	0.08104078083
1040	0.08100627366
1041	0.08098401454
1042	0.08097661055
1043	0.08097092605
1044	0.08095471103
1045	0.08093845423
1046	0.08093545604
1047	0.08092560332
1048	0.08090183822
1049	0.08089269847
1050	0.08087639596
1051	0.08086037087
1052	0.08083298089
1053	0.08081876359
1054	0.08080908576
1055	0.08077740161
1056	0.08074984844
1057	0.08072640474
1058	0.08071476159
1059	0.08070398701
1060	0.08068414047
1061	0.08067572416
1062	0.08066714671
1063	0.08065197374
1064	0.08063966511
1065	0.08060838165
1066	0.08058009569
1067	0.08056930797
1068	0.08055704926
1069	0.08053710922
1070	0.08051982847
1071	0.0804995337
1072	0.08049135818
1073	0.08047094515
1074	0.08045233215
1075	0.08043797771
1076	0.08043213076
1077	0.08042361762
1078	0.08040778467
1079	0.08039656478
1080	0.08037425932
1081	0.08036745718
1082	0.08035099036
1083	0.08034238147
1084	0.08033193131
1085	0.0803243875
1086	0.08030257698
1087	0.08028994061
1088	0.08027114768
1089	0.08026241107
1090	0.08024257666
1091	0.08022180996
1092	0.08020468597
1093	0.0801978671
1094	0.08019080389
1095	0.08018425163
1096	0.08016482033
1097	0.08014330249
1098	0.08013210465
1099	0.0801118687
1100	0.08010317469
1101	0.08009032647
1102	0.08006957352
1103	0.08005281823
1104	0.0800203143
1105	0.08000903438
1106	0.07999783321
1107	0.07999320927
1108	0.0799790799
1109	0.07996425825
1110	0.07995508847
1111	0.07994624758
1112	0.07992655856
1113	0.07989765425
1114	0.07989012242
1115	0.0798572079
1116	0.07984163995
1117	0.07982299001
1118	0.07981031097
1119	0.07979967324
1120	0.07978931321
1121	0.07977214955
1122	0.07975796854
1123	0.07974969174
1124	0.07974556983
1125	0.07972209676
1126	0.0797146451
1127	0.07970379781
1128	0.07969512579
1129	0.07967892368
1130	0.07964975221
1131	0.07964243723
1132	0.07963040554
1133	0.07961886731
1134	0.07960631694
1135	0.07958996306
1136	0.07957975319
1137	0.07956039298
1138	0.07955523795
1139	0.07954083066
1140	0.0795303969
1141	0.07951311506
1142	0.07949572666
1143	0.07948602412
1144	0.07947015644
1145	0.079450284
1146	0.07944698673
1147	0.07943013351
1148	0.07941651258
1149	0.0794096319
1150	0.07940316218
1151	0.07939159313
1152	0.07937887999
1153	0.07937368223
1154	0.0793610006
1155	0.07935329583
1156	0.07934552982
1157	0.07933122575
1158	0.07931879266
1159	0.0793096545
1160	0.07930013931
1161	0.07929111643
1162	0.07926863763
1163	0.0792510623
1164	0.07924550837
1165	0.07923279965
1166	0.07920467846
1167	0.07919956432
1168	0.07918556879
1169	0.07917796517
1170	0.07916464942
1171	0.07914803273
1172	0.07913575831
1173	0.07911802373
1174	0.07909990509
1175	0.07909022302
1176	0.07908120588
1177	0.07906589095
1178	0.07905669227
1179	0.07904387177
1180	0.07903152715
1181	0.07901880426
1182	0.07901516101
1183	0.07900725071
1184	0.07899697879
1185	0.07898883384
1186	0.07897330509
1187	0.07895262384
1188	0.07894556236
1189	0.07893441717
1190	0.07892747008
1191	0.07891729238
1192	0.07889326123
1193	0.0788721674
1194	0.07885999198
1195	0.07884816983
1196	0.07884468845
1197	0.07882814627
1198	0.07881188574
1199	0.0787940224
1200	0.07877315402
1201	0.07876031331
1202	0.07875059602
1203	0.07874337582
1204	0.07873614851
1205	0.07872915916
1206	0.07871694098
1207	0.07870391642
1208	0.0786895577
1209	0.07868680078
1210	0.07867811033
1211	0.07865086612
1212	0.07864777515
1213	0.07863747395
1214	0.07860695296
1215	0.07859388947
1216	0.07857841452
1217	0.07857226464
1218	0.07856146272
1219	0.07853963619
1220	0.07852499446
1221	0.07850705194
1222	0.07848900978
1223	0.07847213363
1224	0.0784625704
1225	0.0784556165
1226	0.07843968464
1227	0.07843046307
1228	0.07842101689
1229	0.07840819586
1230	0.07838714568
1231	0.07837606428
1232	0.07836544949
1233	0.07834370358
1234	0.07833979337
1235	0.07833358402
1236	0.07832613445
1237	0.07831532277
1238	0.07828901247
1239	0.07827644285
1240	0.07827073886
1241	0.07825677205
1242	0.07825009672
1243	0.07824471887
1244	0.0782341471
1245	0.07822258365
1246	0.07819219351
1247	0.07817126663
1248	0.07816108907
1249	0.07814748379
1250	0.07814144758
1251	0.0781212378
1252	0.07811101158
1253	0.07810015953
1254	0.07809070426
1255	0.07807115676
1256	0.07806240368
1257	0.07805112185
1258	0.07803252852
1259	0.07801461013
1260	0.07800989377
1261	0.07799467374
1262	0.07798802258
1263	0.07798414708
1264	0.07797633283
1265	0.07796705515
1266	0.07795990136
1267	0.0779459111
1268	0.07792021979
1269	0.07791410251
1270	0.07789467786
1271	0.07788443801
1272	0.07787856487
1273	0.07785517827
1274	0.0778353088
1275	0.07783130102
1276	0.07780841058
1277	0.07778123257
1278	0.07776932578
1279	0.07775040152
1280	0.07774463689
1281	0.07773794006
1282	0.07772922836
1283	0.07772153858
1284	0.07769529973
1285	0.07768307339
1286	0.07767235376
1287	0.07766454693
1288	0.0776572664
1289	0.07763947711
1290	0.0776357531
1291	0.07761884621
1292	0.07760044033
1293	0.07759574541
1294	0.07758732968
1295	0.07757880586
1296	0.07755490181
1297	0.07753995936
1298	0.07753201077
1299	0.07752658338
1300	0.07752002535
1301	0.07751581798
1302	0.07750647777
1303	0.07750040554
1304	0.07749323463
1305	0.07747242643
1306	0.07746376127
1307	0.0774484972
1308	0.07743926118
1309	0.07742772557
1310	0.07742017042
1311	0.07740055971
1312	0.07738463118
1313	0.07736129462
1314	0.07734718659
1315	0.077340247
1316	0.07733037105
1317	0.07731567589
1318	0.07729205156
1319	0.07728476335
1320	0.07728125981
1321	0.07727178321
1322	0.0772680849
1323	0.07725886444
1324	0.0772468221
1325	0.07723591973
1326	0.07721859041
1327	0.077210934
1328	0.07720221948
1329	0.07717031466
1330	0.07716540556
1331	0.07715796019
1332	0.07715383652
1333	0.07714603546
1334	0.07713635695
1335	0.07712508341
1336	0.07711483649
1337	0.07710427425
1338	0.07709430274
1339	0.07708778156
1340	0.07708092726
1341	0.07707177471
1342	0.07705755709
1343	0.07704813576
1344	0.07703662285
1345	0.07702525983
1346	0.07701780478
1347	0.07700325673
1348	0.07699431189
1349	0.07698054628
1350	0.07695807249
1351	0.07693162909
1352	0.07691730771
1353	0.07691001267
1354	0.07690154032
1355	0.07689543622
1356	0.07687585999
1357	0.07686100398
1358	0.07685723284
1359	0.07684538458
1360	0.07683322708
1361	0.07681869263
1362	0.0768167512
1363	0.07680986056
1364	0.07680435585
1365	0.07679696181
1366	0.07678312249
1367	0.07677509051
1368	0.07676190328
1369	0.07675660592
1370	0.07675092562
1371	0.07673445154
1372	0.07672738292
1373	0.0767188921
1374	0.0767062809
1375	0.07669758352
1376	0.07669148552
1377	0.07668119697
1378	0.07666851534
1379	0.07665563991
1380	0.07664410263
1381	0.07663550479
1382	0.07662448216
1383	0.07660773727
1384	0.07660089332
1385	0.07659288628
1386	0.07657356146
1387	0.07656320627
1388	0.07655503945
1389	0.0765472806
1390	0.076543939
1391	0.07653857406
1392	0.07652468302
1393	0.07652119218
1394	0.07649903437
1395	0.07648938901
1396	0.07647012153
1397	0.07645896883
1398	0.07644566778
1399	0.07644103113
1400	0.07643582365
1401	0.07642471886
1402	0.07641216715
1403	0.07640753209
1404	0.07639122401
1405	0.07637677791
1406	0.07636933995
1407	0.07634881671
1408	0.07633818474
1409	0.07633244562
1410	0.07631008792
1411	0.07629206702
1412	0.07628441567
1413	0.07627819413
1414	0.07626954369
1415	0.07626397298
1416	0.07625500092
1417	0.07625313505
1418	0.07624987728
1419	0.07624571116
1420	0.07623312186
1421	0.07622269633
1422	0.07620788907
1423	0.07618848562
1424	0.07618201625
1425	0.07617077933
1426	0.07615926846
1427	0.07615076518
1428	0.0761458584
1429	0.07613891231
1430	0.07612766608
1431	0.07612164796
1432	0.07611234541
1433	0.07610584411
1434	0.07610003628
1435	0.07609277852
1436	0.07608127898
1437	0.07607628464
1438	0.07606265948
1439	0.07604117251
1440	0.07602956388
1441	0.07601739703
1442	0.07600287611
1443	0.07599788106
1444	0.07599416123
1445	0.07598657385
1446	0.07598225648
1447	0.07597833648
1448	0.07596719124
1449	0.075957166
1450	0.07594297828
1451	0.07593312334
1452	0.075923679
1453	0.07591547435
1454	0.07591122013
1455	0.07590079549
1456	0.07589174781
1457	0.07587193045
1458	0.07585136901
1459	0.0758445715
1460	0.07584285453
1461	0.07583259119
1462	0.07581587726
1463	0.07581098191
1464	0.07579019716
1465	0.07577947679
1466	0.07576992666
1467	0.07575030024
1468	0.07574716091
1469	0.07574406137
1470	0.07573791932
1471	0.07573042984
1472	0.07571505062
1473	0.07570980429
1474	0.07569131558
1475	0.07567345858
1476	0.07564864762
1477	0.07564142998
1478	0.07563025292
1479	0.07561693218
1480	0.07560803447
1481	0.07560006338
1482	0.07558305306
1483	0.07557094872
1484	0.07556848394
1485	0.07555484802
1486	0.0755510412
1487	0.07554480825
1488	0.07553043004
1489	0.07552222092
1490	0.07550819268
1491	0.07550019259
1492	0.07549804505
1493	0.07548999438
1494	0.0754760351
1495	0.07545550159
1496	0.07543877707
1497	0.07542312233
1498	0.07540458753
1499	0.07539905274
1500	0.07539164154
1501	0.07538358753
1502	0.07537308505
1503	0.07536314154
